2.640,-1.497,0.081,-2.748,-0.225,-2.080,-0.113,-0.222,-1.123,-0.112,4.299,-0.289,2.267
2.660,-1.499,0.039,-2.750,-0.133,-2.100,-0.066,-0.132,-1.126,-0.066,4.485,-0.187,2.297
2.680,-1.500,-0.003,-2.750,-0.040,-2.110,-0.020,-0.040,-1.128,-0.020,4.602,-0.089,2.315
2.700,-1.499,-0.045,-2.749,0.053,-2.109,0.027,0.053,-1.128,0.027,4.639,0.007,2.321
2.720,-1.496,-0.087,-2.748,0.146,-2.098,0.073,0.145,-1.126,0.073,4.590,0.103,2.313
2.740,-1.491,-0.129,-2.746,0.238,-2.076,0.119,0.234,-1.122,0.119,4.462,0.201,2.293
2.760,-1.485,-0.170,-2.742,0.331,-2.044,0.165,0.319,-1.116,0.164,4.267,0.304,2.261
2.780,-1.476,-0.210,-2.738,0.423,-2.002,0.211,0.400,-1.108,0.208,4.022,0.412,2.218
2.800,-1.466,-0.249,-2.733,0.514,-1.951,0.257,0.475,-1.097,0.252,3.746,0.529,2.165
2.820,-1.454,-0.286,-2.727,0.605,-1.889,0.302,0.544,-1.084,0.294,3.455,0.657,2.104
2.840,-1.440,-0.323,-2.720,0.695,-1.818,0.347,0.607,-1.068,0.334,3.164,0.799,2.035
2.860,-1.424,-0.358,-2.712,0.784,-1.738,0.392,0.665,-1.049,0.374,2.882,0.960,1.960
2.880,-1.407,-0.391,-2.703,0.872,-1.650,0.436,0.717,-1.026,0.411,2.616,1.144,1.881
2.900,-1.388,-0.422,-2.694,0.959,-1.553,0.480,0.765,-0.999,0.447,2.369,1.356,1.800
2.920,-1.367,-0.451,-2.683,1.045,-1.449,0.522,0.807,-0.967,0.481,2.144,1.605,1.716
2.940,-1.344,-0.477,-2.672,1.130,-1.337,0.565,0.846,-0.929,0.514,1.939,1.897,1.632
2.960,-1.320,-0.502,-2.660,1.213,-1.219,0.606,0.881,-0.884,0.545,1.755,2.244,1.549
2.980,-1.294,-0.524,-2.647,1.294,-1.095,0.647,0.913,-0.831,0.574,1.589,2.657,1.466
3.000,-1.266,-0.543,-2.633,1.375,-0.965,0.687,0.942,-0.768,0.602,1.441,3.146,1.386
3.020,-1.237,-0.560,-2.619,1.453,-0.831,0.726,0.968,-0.693,0.628,1.307,3.721,1.307
3.040,-1.207,-0.573,-2.603,1.530,-0.692,0.765,0.992,-0.606,0.653,1.188,4.384,1.231
3.060,-1.175,-0.584,-2.587,1.604,-0.551,0.802,1.013,-0.503,0.676,1.081,5.119,1.157
3.080,-1.141,-0.592,-2.571,1.677,-0.406,0.838,1.033,-0.386,0.698,0.985,5.884,1.087
3.100,-1.106,-0.598,-2.553,1.748,-0.259,0.874,1.051,-0.254,0.718,0.898,6.596,1.019
3.120,-1.070,-0.600,-2.535,1.816,-0.111,0.908,1.067,-0.111,0.737,0.820,7.140,0.954
3.140,-1.032,-0.599,-2.516,1.882,0.037,0.941,1.082,0.037,0.755,0.749,7.400,0.893
3.160,-0.993,-0.595,-2.497,1.946,0.185,0.973,1.096,0.183,0.772,0.685,7.312,0.834
3.180,-0.953,-0.589,-2.477,2.008,0.333,1.004,1.109,0.321,0.787,0.626,6.897,0.778
3.200,-0.912,-0.579,-2.456,2.067,0.479,1.033,1.120,0.446,0.802,0.573,6.253,0.724
3.220,-0.869,-0.567,-2.435,2.123,0.622,1.062,1.131,0.556,0.815,0.524,5.502,0.673
3.240,-0.826,-0.552,-2.413,2.177,0.762,1.088,1.140,0.651,0.828,0.479,4.744,0.624
3.260,-0.781,-0.534,-2.391,2.228,0.899,1.114,1.149,0.732,0.839,0.437,4.042,0.578
3.280,-0.736,-0.513,-2.368,2.276,1.031,1.138,1.157,0.801,0.850,0.398,3.422,0.533
3.300,-0.689,-0.490,-2.345,2.322,1.158,1.161,1.164,0.858,0.860,0.362,2.891,0.490
3.320,-0.642,-0.464,-2.321,2.365,1.279,1.182,1.171,0.907,0.869,0.329,2.442,0.450
3.340,-0.594,-0.436,-2.297,2.404,1.394,1.202,1.177,0.948,0.877,0.297,2.063,0.410
3.360,-0.545,-0.406,-2.273,2.441,1.502,1.221,1.182,0.983,0.884,0.268,1.745,0.373
3.380,-0.496,-0.374,-2.248,2.475,1.602,1.237,1.187,1.013,0.891,0.240,1.476,0.336
3.400,-0.446,-0.340,-2.223,2.506,1.695,1.253,1.191,1.038,0.897,0.213,1.246,0.301
3.420,-0.395,-0.305,-2.197,2.533,1.779,1.267,1.195,1.059,0.902,0.188,1.049,0.267
3.440,-0.344,-0.268,-2.172,2.558,1.855,1.279,1.198,1.076,0.907,0.163,0.877,0.233
3.460,-0.292,-0.229,-2.146,2.579,1.921,1.289,1.201,1.091,0.911,0.140,0.726,0.201
3.480,-0.240,-0.190,-2.120,2.597,1.978,1.298,1.203,1.103,0.915,0.117,0.591,0.169
3.500,-0.188,-0.149,-2.094,2.612,2.025,1.306,1.205,1.112,0.917,0.096,0.469,0.138
3.520,-0.136,-0.108,-2.068,2.623,2.062,1.312,1.207,1.119,0.919,0.074,0.357,0.107
3.540,-0.083,-0.066,-2.041,2.632,2.088,1.316,1.208,1.124,0.921,0.053,0.252,0.077
3.560,-0.030,-0.024,-2.015,2.637,2.105,1.318,1.208,1.127,0.922,0.032,0.152,0.047
3.580,0.023,0.018,-1.989,2.639,2.111,1.319,1.209,1.128,0.922,0.012,0.055,0.017
3.600,0.075,0.060,-1.962,2.637,2.106,1.319,1.208,1.128,0.922,-0.009,-0.041,-0.013
3.620,0.128,0.102,-1.936,2.633,2.091,1.316,1.208,1.125,0.921,-0.029,-0.138,-0.043
3.640,0.181,0.143,-1.910,2.625,2.066,1.312,1.207,1.120,0.920,-0.050,-0.237,-0.073
3.660,0.233,0.184,-1.884,2.614,2.031,1.307,1.205,1.113,0.918,-0.071,-0.341,-0.103
3.680,0.285,0.224,-1.858,2.599,1.985,1.300,1.204,1.104,0.915,-0.092,-0.453,-0.133
3.700,0.336,0.262,-1.832,2.582,1.930,1.291,1.201,1.093,0.912,-0.114,-0.573,-0.165
3.720,0.388,0.300,-1.806,2.561,1.865,1.280,1.199,1.079,0.908,-0.137,-0.706,-0.196
3.740,0.438,0.335,-1.781,2.537,1.791,1.268,1.195,1.061,0.903,-0.160,-0.854,-0.229
3.760,0.489,0.370,-1.756,2.510,1.708,1.255,1.192,1.041,0.898,-0.184,-1.023,-0.262
3.780,0.538,0.402,-1.731,2.479,1.616,1.240,1.187,1.017,0.892,-0.209,-1.216,-0.296
3.800,0.587,0.432,-1.706,2.446,1.517,1.223,1.183,0.988,0.885,-0.236,-1.441,-0.331
3.820,0.635,0.460,-1.682,2.410,1.410,1.205,1.177,0.954,0.878,-0.264,-1.704,-0.367
3.840,0.683,0.486,-1.659,2.370,1.296,1.185,1.172,0.914,0.870,-0.293,-2.014,-0.405
3.860,0.729,0.510,-1.635,2.328,1.175,1.164,1.165,0.866,0.861,-0.324,-2.383,-0.444
3.880,0.775,0.531,-1.613,2.283,1.049,1.142,1.158,0.809,0.851,-0.357,-2.822,-0.485
3.900,0.820,0.549,-1.590,2.235,0.918,1.118,1.150,0.743,0.841,-0.393,-3.341,-0.527
3.920,0.863,0.565,-1.568,2.184,0.782,1.092,1.141,0.664,0.829,-0.431,-3.948,-0.571
3.940,0.906,0.578,-1.547,2.131,0.642,1.065,1.132,0.571,0.817,-0.472,-4.640,-0.617
3.960,0.947,0.588,-1.526,2.075,0.499,1.037,1.122,0.463,0.804,-0.517,-5.392,-0.666
3.980,0.988,0.595,-1.506,2.016,0.354,1.008,1.110,0.340,0.789,-0.566,-6.149,-0.717
4.000,1.027,0.599,-1.487,1.955,0.207,0.978,1.098,0.204,0.774,-0.619,-6.816,-0.770
4.020,1.065,0.600,-1.468,1.892,0.058,0.946,1.084,0.058,0.758,-0.676,-7.271,-0.826
4.040,1.101,0.598,-1.449,1.826,-0.090,0.913,1.070,-0.090,0.740,-0.740,-7.410,-0.884
4.060,1.136,0.593,-1.432,1.757,-0.238,0.879,1.053,-0.234,0.721,-0.810,-7.197,-0.945
4.080,1.170,0.586,-1.415,1.687,-0.385,0.844,1.036,-0.368,0.701,-0.887,-6.687,-1.010
4.100,1.202,0.575,-1.399,1.615,-0.530,0.807,1.016,-0.487,0.679,-0.972,-5.991,-1.077
4.120,1.233,0.562,-1.383,1.540,-0.672,0.770,0.995,-0.592,0.656,-1.067,-5.228,-1.147
4.140,1.262,0.545,-1.369,1.464,-0.811,0.732,0.972,-0.682,0.632,-1.172,-4.485,-1.220
4.160,1.290,0.527,-1.355,1.386,-0.946,0.693,0.946,-0.758,0.606,-1.290,-3.811,-1.296
4.180,1.316,0.505,-1.342,1.306,-1.077,0.653,0.917,-0.822,0.578,-1.421,-3.223,-1.374
4.200,1.341,0.481,-1.330,1.225,-1.202,0.612,0.886,-0.877,0.549,-1.567,-2.722,-1.455
4.220,1.364,0.455,-1.318,1.142,-1.321,0.571,0.851,-0.923,0.519,-1.730,-2.299,-1.537
4.240,1.385,0.426,-1.308,1.057,-1.433,0.529,0.813,-0.962,0.486,-1.911,-1.943,-1.620
4.260,1.404,0.395,-1.298,0.971,-1.539,0.486,0.771,-0.994,0.452,-2.113,-1.644,-1.704
4.280,1.422,0.362,-1.289,0.884,-1.636,0.442,0.724,-1.022,0.416,-2.336,-1.389,-1.788
4.300,1.438,0.328,-1.281,0.796,-1.726,0.398,0.673,-1.046,0.379,-2.579,-1.172,-1.870
4.320,1.452,0.292,-1.274,0.707,-1.807,0.354,0.616,-1.065,0.340,-2.843,-0.985,-1.949
4.340,1.464,0.254,-1.268,0.618,-1.879,0.309,0.553,-1.082,0.300,-3.123,-0.821,-2.024
4.360,1.475,0.215,-1.263,0.527,-1.942,0.263,0.485,-1.095,0.258,-3.414,-0.676,-2.094
4.380,1.484,0.175,-1.258,0.436,-1.996,0.218,0.411,-1.106,0.215,-3.705,-0.546,-2.157
4.400,1.490,0.135,-1.255,0.344,-2.039,0.172,0.331,-1.115,0.170,-3.985,-0.428,-2.211
4.420,1.495,0.093,-1.252,0.252,-2.072,0.126,0.247,-1.121,0.125,-4.235,-0.319,-2.256
4.440,1.499,0.051,-1.251,0.159,-2.095,0.080,0.158,-1.126,0.079,-4.438,-0.216,-2.290
4.460,1.500,0.009,-1.250,0.066,-2.108,0.033,0.066,-1.128,0.033,-4.577,-0.117,-2.311
4.480,1.499,-0.033,-1.250,-0.027,-2.110,-0.013,-0.027,-1.128,-0.013,-4.637,-0.021,-2.320
4.500,1.497,-0.075,-1.251,-0.119,-2.102,-0.060,-0.119,-1.127,-0.060,-4.613,0.075,-2.317
4.520,1.493,-0.117,-1.254,-0.212,-2.083,-0.106,-0.209,-1.123,-0.106,-4.506,0.173,-2.300
4.540,1.487,-0.158,-1.257,-0.304,-2.055,-0.152,-0.295,-1.118,-0.151,-4.329,0.274,-2.272
4.560,1.479,-0.198,-1.261,-0.396,-2.015,-0.198,-0.377,-1.110,-0.196,-4.096,0.380,-2.232
4.580,1.469,-0.238,-1.265,-0.488,-1.966,-0.244,-0.454,-1.100,-0.239,-3.827,0.494,-2.181
4.600,1.457,-0.276,-1.271,-0.579,-1.908,-0.289,-0.525,-1.088,-0.282,-3.539,0.619,-2.122
4.620,1.444,-0.313,-1.278,-0.669,-1.839,-0.335,-0.590,-1.073,-0.323,-3.247,0.757,-2.055
4.640,1.429,-0.348,-1.286,-0.758,-1.762,-0.379,-0.649,-1.055,-0.362,-2.961,0.912,-1.982
4.660,1.412,-0.381,-1.294,-0.847,-1.676,-0.423,-0.703,-1.033,-0.401,-2.690,1.089,-1.904
4.680,1.393,-0.413,-1.303,-0.934,-1.582,-0.467,-0.751,-1.007,-0.437,-2.438,1.292,-1.823
4.700,1.373,-0.443,-1.314,-1.021,-1.479,-0.510,-0.796,-0.976,-0.472,-2.206,1.530,-1.740
4.720,1.351,-0.470,-1.325,-1.106,-1.370,-0.553,-0.835,-0.940,-0.505,-1.995,1.809,-1.656
4.740,1.327,-0.495,-1.337,-1.189,-1.253,-0.595,-0.872,-0.897,-0.536,-1.805,2.139,-1.573
4.760,1.302,-0.518,-1.349,-1.271,-1.131,-0.636,-0.904,-0.847,-0.566,-1.634,2.531,-1.490
